"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"355","tv_S",241593.276963021,10251800.2970117,0.0354803057321925,65298.0910637687,0.0192401355636321,10251800.2970117,0.0354803057321925,65298.0910637687,0.0192401355636321,TRUE,1,0.956004432566785,NA,NA,0.0468208868966168,NA,NA,0.0468208868966168,0.126040905587493,0,22067.5028418091,0.0002370294363,65481090.2533626,1e-04,"1_165_10",1,165,10,1814,4,2591412.14666667,16505.80985138,18149.4417162651,1643.63186488501,127901.905133648,0.206047362680601,0.254523368361327,7.74890213114592,3.956067084967,0.25277629992676,3,FALSE,4.03797581710339,0.0335767527767704,3.58819853499609,4.48652593286088,0.0551831623632297
"356","ooh_S",297033.214109781,24650206.3536694,0.0853115387006478,157007.683781334,0.046262441539595,24650206.3536694,0.0853115387006478,157007.683781334,0.046262441539595,TRUE,1,0.956004432566785,NA,NA,0.0468208868966168,NA,NA,0.0468208868966168,0.126040905587493,0,22067.5028418091,0.0002370294363,65481090.2533626,1e-04,"1_165_10",1,165,10,1814,4,8239693.86666667,52482.1265392781,231552.34252542,179070.215986142,164652.238697203,0.655151359349006,0.611995295476694,3.13730120241938,2.99164104304782,0.334264701416591,3,FALSE,3.58104947586118,0.0782219049877231,2.53240245390316,4.62518613762681,0.938375368448223
"357","print_S",221778.852387293,4540173.88858271,0.0157130214184125,28918.3050228198,0.00852080206090798,4540173.88858271,0.0157130214184125,28918.3050228198,0.00852080206090798,TRUE,1,0.956004432566785,NA,NA,0.0468208868966168,NA,NA,0.0468208868966168,0.126040905587493,0,22067.5028418091,0.0002370294363,65481090.2533626,1e-04,"1_165_10",1,165,10,1814,4,601634.977777778,3832.06992215145,3923.23926065249,91.1693385010355,18156.7245226163,0.0478369682055284,0.112719748491888,4.73809844065229,7.54639283997828,0.132513642107569,3,FALSE,7.77215802984389,0.0710979230538235,6.82372271108353,8.7259082093405,0.00120645806331301
"358","facebook_S",0,0,0,0,0,0,0,0,0,TRUE,1,0.956004432566785,NA,NA,0.0468208868966168,NA,NA,0.0468208868966168,0.126040905587493,0,22067.5028418091,0.0002370294363,65481090.2533626,1e-04,"1_165_10",1,165,10,1814,4,334078.021992166,2127.88549039596,3141.09332306436,1013.2078326684,0,0.0265630827769259,0,0,0,Inf,3,FALSE,0.731813647883714,0.119321718049922,0,2.32495844189637,0
"359","search_S",23601.4775961034,836244.043181649,0.00289414478035222,5326.39517950095,0.0015694266654594,836244.043181649,0.00289414478035222,5326.39517950095,0.0015694266654594,TRUE,1,0.956004432566785,NA,NA,0.0468208868966168,NA,NA,0.0468208868966168,0.126040905587493,0,22067.5028418091,0.0002370294363,65481090.2533626,1e-04,"1_165_10",1,165,10,1814,4,809960,5158.98089171975,5658.21044946358,499.229557743836,4303.1982886211,0.0644012269879381,0.0207615876700925,0.83411789633255,1.03245103854715,0.968568932244173,3,FALSE,2.09921766791588,0.20308488484395,0,4.80522322799954,0.00341184690075731
"360","newsletter",209689.640377318,4195260.4862047,0.0145193156679142,26721.4043707306,0.00787348349956213,4195260.4862047,0.0145193156679142,26721.4043707306,0.00787348349956213,TRUE,1,0.956004432566785,NA,NA,0.0468208868966168,NA,NA,0.0468208868966168,0.126040905587493,0,22067.5028418091,0.0002370294363,65481090.2533626,1e-04,"1_165_10",1,165,10,1814,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.0225517960036751
"361","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"362","trend",0.171992894607151,48124367.9083666,0.166551389507933,306524.636359023,0.090223626099533,48124367.9083666,0.166551389507933,306524.636359023,0.090223626099533,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"363","season",0.253664150083057,92863.3778411144,0.000321386550848574,591.486483064423,0.000174100378765073,92863.3778411144,0.000321386550848574,591.486483064423,0.000174100378765073,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"364","holiday",1,6959550.26428534,0.0240859842372185,278382.010571414,0.0819400186979199,6959550.26428534,0.0240859842372185,278382.010571414,0.0819400186979199,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"365","competitor_sales_B",0.214475280800429,186858784.990978,0.646690889348821,1190183.34389158,0.350323087516502,186858784.990978,0.646690889348821,1190183.34389158,0.350323087516502,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"366","events",1.0460276584311,1331393.46589204,0.00460775780262352,1331393.46589204,0.391887411350871,1331393.46589204,0.00460775780262352,1331393.46589204,0.391887411350871,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"367","tv_S",250334.493950066,10707171.3716631,0.0370559520500219,68198.5437685548,0.0200738184917044,10707171.3716631,0.0370559520500219,68198.5437685548,0.0200738184917044,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,2591412.14666667,16505.80985138,18264.8231946756,1759.01334329551,130808.300139944,0.206047362680601,0.255920992985514,7.92498528201616,4.13179022311666,0.242025840132243,3,FALSE,4.03797581710339,0.0335767527767704,3.58819853499609,4.48652593286088,0.076559859613425
"368","ooh_S",308744.979178199,25782705.3211734,0.0892301672344343,164221.053001104,0.0483374486946262,25782705.3211734,0.0892301672344343,164221.053001104,0.0483374486946262,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,8239693.86666667,52482.1265392781,248021.938569952,195539.812030674,171870.072622518,0.655151359349006,0.616253846941342,3.27483057482224,3.12908534447818,0.319582206910616,3,FALSE,3.58104947586118,0.0782219049877231,2.53240245390316,4.62518613762681,0.94191780569303
"369","print_S",223759.48875389,4652836.74512264,0.0161027865660344,29635.902835176,0.00872314424146711,4652836.74512264,0.0161027865660344,29635.902835176,0.00872314424146711,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,601634.977777778,3832.06992215145,4069.44992452269,237.38000237124,21522.8105137208,0.0478369682055284,0.111211314237732,5.61649733719817,7.73365398785246,0.129304983332683,3,FALSE,7.77215802984389,0.0710979230538235,6.82372271108353,8.7259082093405,0.0101251476700476
"370","facebook_S",913.83725713214,13105.7547862323,4.53570979748442e-05,83.4761451352377,2.45706857248844e-05,13105.7547862323,4.53570979748442e-05,83.4761451352377,2.45706857248844e-05,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,334078.021992166,2127.88549039596,3164.54976230585,1036.66427190988,47.5481267344187,0.0265630827769259,0.000313251526691149,0.022345246935995,0.0392296227931439,25.4909409981573,3,FALSE,0.731813647883714,0.119321718049922,0,2.32495844189637,0.120839183478376
"371","search_S",21886.254189363,681981.007839071,0.00236023639188143,4343.82807540809,0.00127857885999491,681981.007839071,0.00236023639188143,4343.82807540809,0.00127857885999491,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,809960,5158.98089171975,5314.01238574122,155.031494021478,3249.40232819803,0.0644012269879381,0.0163005943087214,0.629853530454703,0.841993441452752,1.18765770701804,3,FALSE,2.09921766791588,0.20308488484395,0,4.80522322799954,0.000174177833415215
"372","newsletter",257389.68934133,3741300.52770593,0.0129480932122093,23829.9396669168,0.00701419498289224,3741300.52770593,0.0129480932122093,23829.9396669168,0.00701419498289224,TRUE,1,0.956122172384382,NA,NA,0.0467581944917509,NA,NA,0.0467581944917509,0.104973461937347,0,23122.7574125148,0.0002531464573,65481090.2533626,1e-04,"1_166_3",1,166,3,1818,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.0307927511078888
"373","(Intercept)",246570.009749922,38711491.5307377,0.134020297461797,246570.009749922,0.0737767060285123,38711491.5307377,0.134020297461797,246570.009749922,0.0737767060285123,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"374","trend",0.0877058260716702,24540475.6470955,0.0849598327531828,156308.762083411,0.046769457492436,24540475.6470955,0.0849598327531828,156308.762083411,0.046769457492436,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"375","season",0.317512013590577,116237.308573168,0.000402416906586132,740.365022759035,0.000221526100004153,116237.308573168,0.000402416906586132,740.365022759035,0.000221526100004153,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"376","holiday",0.986790232258178,6867616.22170659,0.0237758849502289,274704.648868264,0.0821949276993368,6867616.22170659,0.0237758849502289,274704.648868264,0.0821949276993368,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"377","competitor_sales_B",0.180605333768843,157350036.353786,0.544750353031855,1002229.53091584,0.299879103506808,157350036.353786,0.544750353031855,1002229.53091584,0.299879103506808,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"378","events",1.00525978752514,1279503.75102167,0.00442967879910415,1279503.75102167,0.382842877758106,1279503.75102167,0.00442967879910415,1279503.75102167,0.382842877758106,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"379","tv_S",291708.222695201,10695753.4739203,0.0370290062581201,68125.818305225,0.0203840624216791,10695753.4739203,0.0370290062581201,68125.818305225,0.0203840624216791,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,2591412.14666667,16505.80985138,18336.7850514093,1830.97520002927,110064.119863234,0.206047362680601,0.189852998553727,6.6682047627025,4.12738417070333,0.242284206810241,3,FALSE,4.03797581710339,0.0335767527767704,3.58819853499609,4.48652593286088,0.108052541195228
"380","ooh_S",446735.455041844,37165874.4394988,0.128669326622417,236725.314901266,0.0708310551826275,37165874.4394988,0.128669326622417,236725.314901266,0.0708310551826275,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,8239693.86666667,52482.1265392781,254057.530619576,201575.404080298,247356.928085732,0.655151359349006,0.659705996722444,4.7131651172825,4.51058923315728,0.221700524767144,3,FALSE,3.58104947586118,0.0782219049877231,2.53240245390316,4.62518613762681,0.944050994357997
"381","print_S",206901.646399816,4364931.053833,0.0151115168933866,27802.1086231401,0.00831872455592839,4364931.053833,0.0151115168933866,27802.1086231401,0.00831872455592839,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,601634.977777778,3832.06992215145,3972.72432300413,140.654400852676,18265.5169494298,0.0478369682055284,0.0774789032928908,4.76648843066386,7.2551151695925,0.137833787145266,3,FALSE,7.77215802984389,0.0710979230538235,6.82372271108353,8.7259082093405,0.00294751151176961
"382","facebook_S",35366.3728083286,665677.377811713,0.00230459423442977,4239.98329816378,0.00126865388727402,665677.377811713,0.00230459423442977,4239.98329816378,0.00126865388727402,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,334078.021992166,2127.88549039596,2808.570020077,680.684529681034,3043.63024716045,0.0265630827769259,0.0118159834699905,1.43035434044624,1.99258057696271,0.501861762360596,3,FALSE,0.731813647883714,0.119321718049922,0,2.32495844189637,0.100250746721407
"383","search_S",90706.341685351,3444790.4883234,0.0119259637818939,21941.3406899579,0.00656511245465843,3444790.4883234,0.0119259637818939,21941.3406899579,0.00656511245465843,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,809960,5158.98089171975,5505.01457518073,346.033683460982,18758.7591287316,0.0644012269879381,0.0611461179609482,3.63613657860988,4.25303778991975,0.235126055632548,3,FALSE,2.09921766791588,0.20308488484395,0,4.80522322799954,0.00170050142947364
"384","newsletter",245842.722966515,3645587.35369164,0.0126211283069983,23220.3016158703,0.00694779291262934,3645587.35369164,0.0126211283069983,23220.3016158703,0.00694779291262934,TRUE,1,0.953400314818772,NA,NA,0.0483408399955503,NA,NA,0.0483408399955503,0.037278936942286,0,32782.0803429043,0.000400674376,65481090.2533626,1e-04,"1_166_6",1,166,6,1821,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.0567360696140481
"385","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"386","trend",0.140343474521988,39268721.0530486,0.135900921353877,250119.242376106,0.0735639284478754,39268721.0530486,0.135900921353877,250119.242376106,0.0735639284478754,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"387","season",0.230102989314789,84237.9218037416,0.000291530023873176,536.547272635297,0.000157806831645898,84237.9218037416,0.000291530023873176,536.547272635297,0.000157806831645898,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"388","holiday",1,6959550.26428534,0.0240855639746273,278382.010571414,0.0818764446601711,6959550.26428534,0.0240855639746273,278382.010571414,0.0818764446601711,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"389","competitor_sales_B",0.223102013216591,194374712.84854,0.67269067735429,1238055.49585057,0.364131224155472,194374712.84854,0.67269067735429,1238055.49585057,0.364131224155472,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"390","events",1.04808809099827,1334016.00310197,0.00461675346333439,1334016.00310197,0.392354689980018,1334016.00310197,0.00461675346333439,1334016.00310197,0.392354689980018,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"391","tv_S",248797.117868928,10084649.2807583,0.0349008852856278,64233.4349092885,0.0188920443095008,10084649.2807583,0.0349008852856278,64233.4349092885,0.0188920443095008,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,2591412.14666667,16505.80985138,18063.726238507,1557.91638712691,116152.260654627,0.206047362680601,0.239575651550156,7.03705311647676,3.89156518145142,0.256966015824778,3,FALSE,4.03797581710339,0.0335767527767704,3.58819853499609,4.48652593286088,0.0429886480343299
"392","ooh_S",266265.490153852,26520336.1942807,0.0917813981909023,168919.338817074,0.0496817839209511,26520336.1942807,0.0917813981909023,168919.338817074,0.0496817839209511,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,8239693.86666667,52482.1265392781,183685.6997268,131203.573187522,177971.221648904,0.655151359349006,0.630029527670022,3.39108251483881,3.21860698023838,0.310693416791738,3,FALSE,3.58104947586118,0.0782219049877231,2.53240245390316,4.62518613762681,0.935344127887788
"393","print_S",210076.050942646,5003847.60108693,0.0173172815682855,31871.6407712544,0.00937394132070554,5003847.60108693,0.0173172815682855,31871.6407712544,0.00937394132070554,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,601634.977777778,3832.06992215145,4274.5134805747,442.443558423252,25911.8853805126,0.0478369682055284,0.118873747208584,6.7618508813547,8.31708226069125,0.120234472697988,3,FALSE,7.77215802984389,0.0710979230538235,6.82372271108353,8.7259082093405,0.0309737373416633
"394","facebook_S",2522.69983026063,45154.6248074209,0.000156270816827143,287.609075206503,8.4590266740197e-05,45154.6248074209,0.000156270816827143,287.609075206503,8.4590266740197e-05,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,334078.021992166,2127.88549039596,2979.199014152,851.313523756035,199.781675999579,0.0265630827769259,0.00107271441550095,0.0938874187080448,0.135161913789347,7.3985338914224,3,FALSE,0.731813647883714,0.119321718049922,0,2.32495844189637,0.124664025336461
"395","search_S",12071.4485705956,439811.128398221,0.00152209534632568,2801.34476686765,0.000823918719847238,439811.128398221,0.00152209534632568,2801.34476686765,0.000823918719847238,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,809960,5158.98089171975,12132.6051636778,6973.62427195805,2660.66521578407,0.0644012269879381,0.0104483591557376,0.515734652178008,0.543003516714679,1.84160869905646,3,FALSE,2.09921766791588,0.20308488484395,0,4.80522322799954,0.416381162296863
"396","newsletter",230312.377574586,4836065.55840233,0.0167366226220297,30802.9653401422,0.00905962738707336,4836065.55840233,0.0167366226220297,30802.9653401422,0.00905962738707336,TRUE,1,0.955793886877998,NA,NA,0.0469327864643453,NA,NA,0.0469327864643453,0.101794633351059,0,13881.5117998205,0.0001120038802,65481090.2533626,1e-04,"1_166_7",1,166,7,1822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.146657930707728
"397","(Intercept)",24280.8985620525,3812101.07424225,0.0131976035983712,24280.8985620525,0.00724588864360027,3812101.07424225,0.0131976035983712,24280.8985620525,0.00724588864360027,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"398","trend",0.196940943560312,55104941.6649754,0.190774893488436,350986.88958583,0.104741260328694,55104941.6649754,0.190774893488436,350986.88958583,0.104741260328694,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"399","season",0.30846431279891,112925.054725177,0.000390949788466329,719.267864491576,0.000214643409415305,112925.054725177,0.000390949788466329,719.267864491576,0.000214643409415305,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"400","holiday",1,6959550.26428534,0.0240941632507043,278382.010571414,0.083074563481538,6959550.26428534,0.0240941632507043,278382.010571414,0.083074563481538,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"401","competitor_sales_B",0.187495533697785,163353032.980075,0.565532900066461,1040465.17821704,0.31049488550176,163353032.980075,0.565532900066461,1040465.17821704,0.31049488550176,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"402","events",1.00983479312946,1285326.85953979,0.00444983856833266,1285326.85953979,0.383566335943149,1285326.85953979,0.00444983856833266,1285326.85953979,0.383566335943149,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"403","tv_S",258237.542923952,10254949.5745937,0.0355029304761224,65318.1501566481,0.0194921963547392,10254949.5745937,0.0355029304761224,65318.1501566481,0.0194921963547392,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,2591412.14666667,16505.80985138,18845.2849277061,2339.47507632604,107904.53595036,0.206047362680601,0.1846915232222,6.53736695878261,3.95728235965271,0.252698672754744,3,FALSE,4.03797581710339,0.0335767527767704,3.58819853499609,4.48652593286088,0.0973149810792006
"404","ooh_S",393406.027613891,37030117.4075156,0.128199331871777,235860.620430036,0.0703853601908068,37030117.4075156,0.128199331871777,235860.620430036,0.0703853601908068,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,8239693.86666667,52482.1265392781,224665.308129557,172183.181590279,246537.490225021,0.655151359349006,0.666911986191986,4.69755146145822,4.49411325308084,0.222513306560415,3,FALSE,3.58104947586118,0.0782219049877231,2.53240245390316,4.62518613762681,0.945425637130366
"405","print_S",208494.03386427,4635229.05002652,0.0160472963330504,29523.751910997,0.00881045724653285,4635229.05002652,0.0160472963330504,29523.751910997,0.00881045724653285,TRUE,1,0.954455548983253,NA,NA,0.0477903748626392,NA,NA,0.0477903748626392,0.0472006629428959,0,27060.2008308076,0.0003132834707,65481090.2533626,1e-04,"1_168_2",1,168,2,1839,2,601634.977777778,3832.06992215145,3881.20439314922,49.1344709977638,27985.4811737912,0.0478369682055284,0.0834804215765347,7.30296725850951,7.70438757923847,0.129796170002502,3,FALSE,7.77215802984389,0.0710979230538235,6.82372271108353,8.7259082093405,0.00198163139836888
